Codes:,land_net,inventories_income,accumulated_depreciation_income,land_income,capital_accounts,inventories_net,capital_accounts_net,accumulated_depreciation_net,depreciable_assets_net,depreciable_assets_income
31141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,1166997000.0,2700228000.0,3652372000.0,767353000.0,16905867000.0,3573292000.0,27631696000.0,5648159000.0,14286120000.0,8968609000.0
3121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,18995500.0,379167000.0,580713500.0,15184500.0,278549000.0,431551000.0,179183500.0,695202500.0,1034729000.0,893138000.0
3131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,18995500.0,379167000.0,580713500.0,15184500.0,278549000.0,431551000.0,179183500.0,695202500.0,1034729000.0,893138000.0
3141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,258000.0,625210000.0,235372000.0,258000.0,1171187000.0,740375000.0,374615000.0,303029000.0,427059000.0,335372000.0
3151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,260000.0,4443000.0,3111000.0,260000.0,42805000.0,18165000.0,30000000.0,4099000.0,8993000.0,7762000.0
3161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,261305000.0,1260474000.0,1819549000.0,141157000.0,1502860000.0,1632233000.0,1943106000.0,2612170000.0,4825091000.0,2813030000.0
3211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,199394000.0,2314158000.0,7101966000.0,84728000.0,31561824000.0,2891332000.0,32284941000.0,8236960000.0,20622290000.0,17543640000.0
3221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,17583000.0,226966000.0,1396567000.0,11349000.0,1046957000.0,350019000.0,367590000.0,1998389000.0,3059496000.0,2107322000.0
3231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,782651000.0,11659507000.0,23154140000.0,613040000.0,118950837000.0,13959487000.0,137034430000.0,29850532000.0,96237871000.0,69207905000.0
3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,1413930000.0,8635439000.0,23592430000.0,617309000.0,54772206000.0,11694407000.0,76449417000.0,30969512000.0,58678933000.0,39922197000.0
3251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325920,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,110182000.0,994670000.0,2471483000.0,52633000.0,5019079000.0,1926150000.0,7891087000.0,3652427000.0,7070084000.0,3981342000.0
3261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,533804000.0,706354000.0,1878461000.0,179212000.0,2180969000.0,1085337000.0,2850628000.0,3229331000.0,7266721000.0,3383712000.0
3271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327910,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,236741000.0,3175802000.0,5898346000.0,168572000.0,8958964000.0,4017146000.0,10479400000.0,7618075000.0,14178059000.0,10201363000.0
3311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
